   TEMP	   DEWP	  SLP  	  STP  	 VISIB	  WSDP	 MXSPD	  GUST	   MAX  	  MIN  	PRCP  	SNDP 	 FRSHTT
80.6	72.2	9999.9	9999.9	2.9	0.7	4.1	999.9	88.9	75.2	0.75	999.9	18
79.4	74.1	9999.9	9999.9	2.6	1.8	7	999.9	84.2	75.2	0.63	999.9	18
77.7	74.4	9999.9	9999.9	1.7	1.4	5.1	999.9	81.5	74.8	1.06	999.9	18
73.7	71.7	9999.9	9999.9	1.8	1.9	7	999.9	75.6	71.6	4.21	999.9	18
78.5	72.3	9999.9	9999.9	2.1	2.9	8	999.9	82.4	73.4	5.28	999.9	16
78	73.1	9999.9	9999.9	1.8	2.2	7	999.9	84.2	74.8	0.98	999.9	16
75.9	72.5	9999.9	9999.9	1.6	1.9	5.1	999.9	78.8	73.4	0.39	999.9	16
80.4	73.2	9999.9	9999.9	3.7	4	8	999.9	87.8	73	0.16	999.9	16
78	72.1	9999.9	9999.9	1.9	2.9	8.9	999.9	82.4	75.2	0	999.9	16
78.7	72.6	9999.9	9999.9	3.4	2.3	12	999.9	84.2	71.6	0.55	999.9	0
77.7	69.5	9999.9	9999.9	3.8	1.7	6	999.9	86	69.4	0	999.9	0
79.4	69.2	9999.9	9999.9	3.4	2.8	8	999.9	86	70.7	0	999.9	0
78.6	66.3	9999.9	9999.9	3.5	2.3	8	999.9	87.8	69.8	0	999.9	0
78	67	9999.9	9999.9	3.3	2.2	8	999.9	87.8	67.1	0	999.9	0
77.8	65.6	9999.9	9999.9	3.4	2.7	9.9	999.9	87.8	67.8	0	999.9	0
78.1	65.4	9999.9	9999.9	3.7	1.5	6	999.9	87.8	67.6	0	999.9	0
78.6	64.8	9999.9	9999.9	3.7	2.7	8	999.9	87.8	69.8	0	999.9	0
79.9	66.6	9999.9	9999.9	3	6.1	13	999.9	84.2	73	99.99	999.9	16
78.3	74.8	9999.9	9999.9	1.6	3.5	8	999.9	80.6	73.2	1.54	999.9	18
78.4	74.7	9999.9	9999.9	2.2	4.8	8.9	999.9	82.4	74.3	2.64	999.9	16
77.7	74.1	9999.9	9999.9	2.2	2.2	6	999.9	82.4	72.7	1.69	999.9	16
79.4	73.1	9999.9	9999.9	3.4	3.3	8	999.9	84.2	72.3	1.22	999.9	16
77.9	73.4	9999.9	9999.9	2.4	1.3	6	999.9	86	72.3	0.75	999.9	16
79.2	72.6	9999.9	9999.9	2.5	2.2	8	999.9	87.8	72.5	1.65	999.9	16
80.8	71.8	9999.9	9999.9	2.7	2.4	8	999.9	87.8	74.1	0.2	999.9	16
79.1	71.4	9999.9	9999.9	3.3	3.5	9.9	999.9	86	70.9	0.01	999.9	0
78.3	71.9	9999.9	9999.9	3	4	9.9	999.9	84.2	70.9	0	999.9	0
79.4	71.2	9999.9	9999.9	3.7	2.9	8	999.9	86	70.7	0	999.9	0
80.1	72.6	9999.9	9999.9	3.6	4.7	8.9	999.9	84.2	72.3	0	999.9	0
77	75.5	9999.9	9999.9	1.6	6.1	8	999.9	79.9	74.1	0.2	999.9	18
76.6	73.4	9999.9	9999.9	3.2	4.7	8	999.9	83.1	71.6	11.14	999.9	16
75.1	72.2	9999.9	9999.9	3.2	1.6	8.9	999.9	83.5	71.6	0.87	999.9	18
76.9	70.1	9999.9	9999.9	3.2	2.5	8	999.9	86.2	73.4	0.01	999.9	0
76	68.2	9999.9	9999.9	3	2.5	8	999.9	85.3	71.6	0	999.9	0
74.9	66	9999.9	9999.9	3.6	4.2	9.9	999.9	84.6	62.6	0	999.9	0
75.6	64.9	9999.9	9999.9	3.8	7	15	999.9	84.2	66.2	99.99	999.9	16
73.7	69.2	9999.9	9999.9	2.4	6.6	9.9	999.9	79.5	71.6	0	999.9	16
74.5	72	9999.9	9999.9	2	4.7	11.1	999.9	78.4	70.9	0.2	999.9	16
76.2	73.8	9999.9	9999.9	2.1	3.6	8	999.9	82.6	73.4	0.12	999.9	16
75.9	73.5	1011.5	1009.7	2.3	4.1	8	999.9	83.5	73.4	0.2	999.9	16
77.9	73.3	9999.9	9999.9	2.4	4.4	14	20	84.4	73.4	1.02	999.9	16
76.7	71.2	9999.9	9999.9	2.5	3.8	9.9	999.9	84.2	71.6	0.02	999.9	0
75.4	68.5	9999.9	9999.9	3.2	4.7	12	999.9	84	69.8	0	999.9	0
75.9	67	9999.9	9999.9	3.3	6.9	15	21	82.4	69.6	0	999.9	0
73.1	67.7	9999.9	1007.9	2.3	7.9	15.9	999.9	80.1	69.8	0.02	999.9	16
72.5	70.2	9999.9	9999.9	1.6	7	9.9	999.9	75.2	69.8	0	999.9	16
73.8	70.7	9999.9	9999.9	2.2	7.1	13	999.9	78.8	70.9	1.73	999.9	16
73.9	69.1	9999.9	9999.9	2.4	6.2	11.1	999.9	80.6	71.6	0.35	999.9	16
76.4	68.8	9999.9	9999.9	3.5	7.3	14	999.9	84.9	71.6	0.04	999.9	0
76.2	68.1	9999.9	9999.9	3.3	4.8	9.9	999.9	85.3	69.8	0	999.9	0
76.5	69.1	9999.9	9999.9	3.8	2.9	8	999.9	87.1	71.6	0	999.9	0
75.4	67.6	9999.9	9999.9	3.9	2.8	9.9	999.9	86	69.8	0	999.9	0
75.6	66.9	9999.9	9999.9	3.8	3.4	8	999.9	84.2	69.8	0	999.9	0
74.6	65.9	9999.9	9999.9	3.6	3.1	6	999.9	84.2	68	0	999.9	0
74	65.3	9999.9	9999.9	3.5	2.3	8	999.9	83.1	66	0	999.9	0
75.4	66.8	9999.9	9999.9	3.5	3.4	9.9	999.9	82	69.1	0	999.9	0
74	62.6	9999.9	9999.9	3.5	2.7	9.9	999.9	83.5	67.3	0	999.9	0
74.4	63.8	9999.9	9999.9	3.4	3.5	9.9	999.9	84.2	68	99.99	999.9	16
77	65.6	9999.9	9999.9	3.8	5.3	14	999.9	84.2	69.8	0.02	999.9	16
73.9	64.1	9999.9	9999.9	3.5	4.5	9.9	999.9	84.6	66.2	0	999.9	0
74.4	65	9999.9	9999.9	3.2	2.7	8	999.9	84.2	64.4	99.99	999.9	16
74.1	66.4	9999.9	9999.9	3.4	3.2	9.9	999.9	83.8	68	0	999.9	0
75.3	69.4	9999.9	9999.9	3.1	5.6	9.9	999.9	81.9	68	0	999.9	0
74.5	69.6	9999.9	9999.9	3.2	4.4	9.9	999.9	83.5	68	0	999.9	0
76	70.4	9999.9	9999.9	3.4	4.2	9.9	999.9	84.9	68	0	999.9	0
76.5	72.2	9999.9	9999.9	2.3	4.2	9.9	999.9	82.8	71.6	99.99	999.9	16
77.6	73.1	9999.9	9999.9	2.8	3.4	9.9	999.9	84.7	73.4	0.02	999.9	16
76.1	71.1	9999.9	9999.9	3	3.1	9.9	999.9	86.5	71.6	0	999.9	0
74.9	66.8	9999.9	9999.9	3.4	4.9	12	999.9	85.6	69.8	0	999.9	0
74	65.6	9999.9	9999.9	3.2	3.9	12	999.9	84.7	68.4	0	999.9	0
76	68	9999.9	9999.9	3.5	3.8	8.9	999.9	85.3	69.8	0	999.9	0
76.6	66.8	9999.9	9999.9	3.2	3.3	9.9	999.9	85.5	69.8	0	999.9	32
77.7	67.9	9999.9	9999.9	3.6	3.5	12	999.9	86.7	69.6	0	999.9	0
77	69	9999.9	9999.9	3.4	3.2	12	999.9	85.3	71.6	0	999.9	0
75.7	68.4	9999.9	9999.9	2.9	2.4	8	999.9	84.2	69.8	0	999.9	0
76.3	66.2	9999.9	9999.9	3.8	2.4	8	999.9	86.2	68.7	0	999.9	0
74.9	65.1	9999.9	9999.9	3.2	2.4	9.9	999.9	85.3	66.2	0	999.9	0
75.1	65.3	9999.9	9999.9	2.9	1.6	7	999.9	87.8	64.4	0	999.9	32
75.3	64.3	9999.9	9999.9	3.3	2	7	999.9	89.8	65.3	0	999.9	0
78.1	64.5	9999.9	9999.9	3.1	2.6	8	999.9	89.6	66.6	0	999.9	32
77.9	66.5	9999.9	9999.9	2.9	2.9	8	999.9	91.6	67.8	0	999.9	32
78.8	59.6	9999.9	9999.9	3.7	3.1	9.9	999.9	92.5	68.4	0	999.9	32
79.5	62.4	9999.9	9999.9	3.9	3.6	9.9	999.9	93	66.2	0	999.9	0
76.2	64.9	9999.9	9999.9	3.4	2.8	8	999.9	87.4	69.8	0	999.9	0
76.4	64.9	9999.9	9999.9	3.1	5.5	14	999.9	85.5	69.1	99.99	999.9	16
77.8	65.5	9999.9	9999.9	3.4	7.1	16.9	22	86	70.3	0.04	999.9	0
76	59.7	9999.9	9999.9	3.7	4.8	12	999.9	85.5	67.6	0	999.9	0
75.7	60.6	9999.9	9999.9	3.9	3.6	9.9	999.9	85.3	69.8	0	999.9	0
76.5	63	9999.9	9999.9	3.9	3.3	12	999.9	86	69.8	0	999.9	0
76.8	61.7	9999.9	9999.9	3.6	3.8	13	999.9	86	67.6	0	999.9	0
77.3	65.2	9999.9	9999.9	3.4	3.9	13	999.9	86.2	69.4	0	999.9	0
77.6	65	9999.9	9999.9	3.5	4.9	15	999.9	86.4	69.4	0	999.9	0
79.8	67.3	9999.9	9999.9	3.7	5.8	14	999.9	88.5	70.2	0	999.9	0
80.1	68.4	9999.9	9999.9	3.5	4.8	15	999.9	87.8	73.4	0	999.9	0
79.5	67.8	9999.9	9999.9	3.5	4.3	13	999.9	90.3	69.8	0	999.9	0
76.7	65.4	9999.9	9999.9	3	2.7	11.1	999.9	89.6	68.9	0	999.9	32
76.7	61.8	9999.9	9999.9	3.5	4.2	14	999.9	87.3	68	0	999.9	0
75.4	59	9999.9	9999.9	3.5	3.9	9.9	999.9	86	66.2	0	999.9	0
76.3	62.7	9999.9	9999.9	3.2	3.3	9.9	999.9	85.6	67.6	0	999.9	0
77.5	65.6	9999.9	9999.9	3.3	4.6	12	999.9	87.8	70.7	0	999.9	0
78	62.8	9999.9	9999.9	3.3	4.3	12	999.9	89.6	69.8	0	999.9	0
77.1	62.1	9999.9	9999.9	3.5	4.7	14	999.9	88.5	69.8	0	999.9	0
76.2	59.7	9999.9	9999.9	3.3	3.2	9.9	999.9	88.7	67.3	0	999.9	0
75.8	58.6	9999.9	9999.9	3.4	3.4	12	999.9	89.4	66.2	0	999.9	0
77.4	63.1	9999.9	9999.9	3.4	2.8	8	999.9	90.5	64.9	0	999.9	0
79	65.6	9999.9	9999.9	3.5	5.8	14	999.9	90.9	68	0	999.9	0
79.7	66.8	9999.9	9999.9	3.7	4.8	12	999.9	90	70.3	0	999.9	0
79.7	66.9	9999.9	9999.9	3.4	3.6	8.9	999.9	90.3	71.6	0	999.9	0
78.7	67.5	9999.9	9999.9	3.6	2.8	8	999.9	89.6	69.8	0	999.9	0
79	67.5	9999.9	9999.9	3.5	3.9	8.9	999.9	91	70.2	0	999.9	0
78.5	66.4	9999.9	9999.9	3.6	2.8	9.9	999.9	92.1	69.6	0	999.9	0
78.4	62.7	9999.9	9999.9	3.7	2.8	9.9	999.9	93.2	68.7	0	999.9	0
78.3	57.8	9999.9	9999.9	3.4	3	9.9	999.9	92.8	68	0	999.9	0
79	62.1	9999.9	9999.9	3.3	3.2	8	999.9	92.5	67.8	0	999.9	0
79.1	63.4	9999.9	9999.9	3.4	3.2	8.9	999.9	94.5	69.4	0	999.9	0
79.5	66.5	9999.9	9999.9	3.1	3.5	11.1	999.9	91.4	70.3	0	999.9	32
81.3	69.4	9999.9	9999.9	3.4	4.4	9.9	999.9	91.4	72.1	0	999.9	0
82.8	71.3	9999.9	9999.9	3.5	5	13	999.9	93.2	76.1	0	999.9	0
82	70.8	9999.9	9999.9	4.4	5.2	13	999.9	92.3	75.2	0	999.9	0
82.4	72.6	9999.9	9999.9	3.6	4.6	14	999.9	92.5	75.2	0	999.9	16
79.2	73	9999.9	9999.9	4.2	4	18.1	999.9	91.4	73.4	0.47	999.9	16
81.6	71.5	9999.9	9999.9	4.1	4.5	9.9	999.9	88.2	73.4	0.2	999.9	0
81.8	71.3	9999.9	9999.9	4	4.4	13	999.9	90.9	74.8	0	999.9	0
82.4	70.5	9999.9	9999.9	4.6	5.4	8.9	999.9	91.4	73.6	0	999.9	0
81.9	69.4	9999.9	9999.9	4.1	4.8	12	999.9	90.5	74.5	0	999.9	0
81.8	69.5	9999.9	9999.9	4	4.8	9.9	999.9	90.7	73.4	0	999.9	0
82.7	69.4	9999.9	9999.9	4.2	5.6	11.1	999.9	90.7	75.2	0	999.9	0
83.3	70.5	9999.9	9999.9	4.2	5.9	14	999.9	91.4	76.3	0	999.9	0
81.8	70.7	9999.9	9999.9	3.6	3.7	9.9	999.9	88.9	77	0.02	999.9	16
82.6	70.2	9999.9	9999.9	3.7	5.8	12	999.9	90.7	75.6	0	999.9	0
83.6	72.6	9999.9	9999.9	4.5	5.3	12	999.9	93	76.6	0	999.9	0
83.4	70.9	9999.9	9999.9	4.6	5.5	12	21	92.5	76.1	0	999.9	0
83.7	69.3	9999.9	9999.9	3.9	5.5	13	999.9	93.2	75.4	0	999.9	0
83.5	70.2	9999.9	9999.9	4.1	5.2	12	999.9	92.8	75.6	0	999.9	16
84.2	69.6	9999.9	9999.9	3.8	4.9	15	999.9	93.9	76.8	0	999.9	18
83	69.3	9999.9	9999.9	4	4.3	12	999.9	93.7	76.1	0	999.9	0
83.1	68.8	9999.9	9999.9	3.6	4.6	9.9	999.9	92.3	76.3	0	999.9	0
81.5	67.8	9999.9	9999.9	3.9	3.4	9.9	999.9	91.9	73.4	0	999.9	0
83.9	64.5	9999.9	9999.9	4.1	4.2	11.1	999.9	95.4	73.4	0	999.9	0
84	62.1	9999.9	9999.9	3.8	4	15.9	999.9	96.8	72.3	0	999.9	0
82.4	66.3	9999.9	9999.9	3.4	4.2	8	999.9	94.3	74.8	0	999.9	0
84	70.4	9999.9	9999.9	3.8	5	9.9	999.9	98.8	74.7	0	999.9	0
85	71.4	9999.9	9999.9	4.3	4.6	12	999.9	96.8	76.6	0	999.9	0
85.4	72.7	9999.9	9999.9	3.8	4.4	12	999.9	96.8	77.4	0	999.9	0
86.8	71.4	9999.9	9999.9	3.6	5.1	12	999.9	101.8	77	0	999.9	0
84.8	71.4	9999.9	9999.9	3.7	3.8	9.9	999.9	95.5	76.6	0	999.9	0
83.9	71.2	9999.9	9999.9	3.7	4.9	13	999.9	93.2	76.8	0	999.9	0
85	72	9999.9	9999.9	4.1	4.8	13	999.9	93.9	78.8	0	999.9	0
85.2	72.4	9999.9	9999.9	3.8	3.6	9.9	999.9	94.1	76.6	0	999.9	0
84.4	72	9999.9	9999.9	3.9	5.7	9.9	999.9	96.8	76.1	0	999.9	0
84.6	72.7	9999.9	9999.9	4.8	6.9	13	999.9	95.7	77	0	999.9	0
84.5	72.4	9999.9	9999.9	4	6.1	13	999.9	94.6	76.8	0	999.9	0
85.2	72.6	9999.9	9999.9	4.1	6.2	11.1	999.9	95.5	76.6	0	999.9	0
86.4	73.4	9999.9	9999.9	3.9	6.7	9.9	999.9	97.2	77.9	0	999.9	0
87.9	74.8	9999.9	9999.9	4.1	7.3	11.1	999.9	99.5	79.2	0	999.9	0
87.8	74.6	9999.9	9999.9	3.9	6.3	13	999.9	100.4	79.5	0	999.9	0
87.5	75.2	9999.9	9999.9	4	8	15.9	999.9	97.9	80.6	0	999.9	0
86.4	76.1	9999.9	9999.9	3.8	6.5	12	999.9	97.5	79.7	0	999.9	0
86.3	76.1	9999.9	9999.9	3.9	6.3	14	999.9	95	80.2	0	999.9	0
87.3	75.5	9999.9	9999.9	4.4	7.6	15	999.9	96.8	79.3	0	999.9	0
88.1	74.7	9999.9	9999.9	4.3	6.3	12	999.9	99.3	80.4	0	999.9	0
87.7	74.6	9999.9	9999.9	3.9	8	13	999.9	97.7	81.3	0	999.9	0
85.3	75.5	9999.9	9999.9	4.1	6	13	999.9	95.7	80.4	0	999.9	0
85.7	75.7	9999.9	9999.9	4.4	5.5	13	999.9	94.3	79.3	0	999.9	0
86.7	74.8	9999.9	9999.9	4.1	8.4	14	999.9	95.7	79.5	99.99	999.9	16
82.9	73.6	9999.9	9999.9	3.9	3.6	15	999.9	97.2	76.3	0.55	999.9	18
85.4	76.2	9999.9	9999.9	3.8	5.4	14	999.9	92.8	75.6	0	999.9	0
86.5	76.5	9999.9	9999.9	4	3.9	9.9	999.9	95.9	79.3	0	999.9	0
86.4	75.5	9999.9	9999.9	4.1	4.8	9.9	999.9	94.3	78.8	0	999.9	0
84	74	9999.9	9999.9	3.7	3.9	9.9	999.9	93.9	77	0	999.9	0
84.9	73	9999.9	9999.9	3.7	4	13	999.9	94.5	76.1	0	999.9	0
85.9	73.8	9999.9	9999.9	3.9	4.8	9.9	999.9	97.2	77	0	999.9	0
86.3	74.2	9999.9	9999.9	3.9	4.2	9.9	999.9	96.1	77.4	0	999.9	0
88.5	75.5	9999.9	9999.9	3.7	5.6	12	999.9	100.4	77.9	0	999.9	0
89.9	78.2	9999.9	9999.9	3.7	5.1	9.9	999.9	102.2	79.9	0	999.9	0
91.9	76.4	9999.9	9999.9	3.4	6.9	12	999.9	107.6	82.4	0	999.9	0
92.6	77.3	9999.9	9999.9	4	6.5	9.9	999.9	108	81.7	0	999.9	0
92.1	72.7	9999.9	9999.9	3.7	4.9	12	999.9	108.7	83.3	0	999.9	0
91.5	75.6	9999.9	9999.9	3.8	8.6	13	999.9	108.7	82.4	0	999.9	0
90.9	78.2	9999.9	9999.9	3.9	5.2	13	999.9	105.1	83.3	0	999.9	0
87.6	81	9999.9	9999.9	3.9	6.2	12	999.9	95.9	83.5	0	999.9	0
86.2	78.6	9999.9	9999.9	3.8	4.4	11.1	999.9	93.6	80.6	0	999.9	0
86.4	77	9999.9	9999.9	3.9	4.9	13	999.9	96.1	79.7	0	999.9	0
87.2	76.9	9999.9	9999.9	4.1	7.5	13	999.9	96.4	79.7	0	999.9	0
87.5	76.7	9999.9	9999.9	4	8.1	13	999.9	97.5	82.4	0	999.9	0
87	76.9	9999.9	9999.9	4.1	9.1	15	20	99.1	82.4	0	999.9	0
87.6	76.6	9999.9	9999.9	5	9.9	15	999.9	98.4	81.5	0	999.9	0
89.3	76.8	9999.9	9999.9	4.2	9.8	13	999.9	99.1	82.2	0	999.9	0
90.4	77.5	9999.9	9999.9	4.2	9.3	16.9	999.9	102.2	82	0	999.9	0
91.6	77.8	9999.9	9999.9	4.1	9.8	18.1	20	103.5	82.4	0	999.9	0
91.6	78.1	9999.9	9999.9	4.8	10.1	14	999.9	104	83.1	0	999.9	0
88.5	75.8	9999.9	9999.9	4.1	9.3	13	999.9	104.4	83.8	0	999.9	0
89.3	73.2	9999.9	9999.9	4.2	9.2	14	999.9	104	82.4	0	999.9	0
90.6	74.3	9999.9	9999.9	4	7.9	12	999.9	102.4	82.4	0	999.9	0
90.2	75.5	9999.9	9999.9	3.9	9.6	15.9	999.9	105.1	80.6	0	999.9	0
88.6	71.1	9999.9	9999.9	4.4	7.4	14	28	99.9	80.6	0	999.9	0
84.4	71.7	9999.9	9999.9	4	5.3	9.9	999.9	91.4	79.7	0	999.9	16
87.7	71.3	9999.9	9999.9	3.9	8.3	13	999.9	103.6	80.2	0	999.9	0
89.6	69.2	9999.9	9999.9	4	8.9	15.9	999.9	102.2	82.4	0	999.9	0
91.3	66.8	9999.9	9999.9	4	7.3	14	999.9	105.4	82.4	0	999.9	0
92	69.1	9999.9	9999.9	4	9.6	14	999.9	105.8	80.6	0	999.9	0
91.1	72.1	9999.9	9999.9	4.3	8.4	15	999.9	105.1	82.4	0	999.9	0
88.5	72.1	9999.9	9999.9	3.9	7.7	15	999.9	101.5	82.4	99.99	999.9	16
85.4	70.4	9999.9	9999.9	3.8	8.4	15	999.9	97.9	75.2	99.99	999.9	16
85.1	73.8	9999.9	9999.9	4	7.4	13	999.9	96.1	75.6	0.59	999.9	16
87.2	72.5	9999.9	9999.9	4.3	7.9	14	999.9	95.4	79.5	0	999.9	0
88	71.7	9999.9	9999.9	4.1	9	15	999.9	99.3	80.6	0	999.9	16
88.3	69.2	9999.9	9999.9	4.4	9	12	999.9	98.2	80.2	0	999.9	0
87.8	68.5	9999.9	9999.9	4.3	11.5	15	999.9	97.9	81.5	0	999.9	0
87.6	68.6	9999.9	9999.9	4.3	10.8	18.1	25.1	101.1	80.6	0	999.9	16
89.8	71.3	9999.9	9999.9	5	10.4	15.9	999.9	102.6	80.6	0	999.9	2
91.1	69.5	9999.9	9999.9	4.4	9.1	15	22	101.5	82.4	99.99	999.9	16
87.6	70.7	9999.9	9999.9	4.3	8.3	18.1	28	102.4	73.4	0.02	999.9	18
87.2	73.9	9999.9	9999.9	4.2	6.7	11.1	999.9	97	73.4	0.94	999.9	0
87	73.3	9999.9	9999.9	3.8	5.5	14	999.9	96.8	80.2	0	999.9	16
86.3	73.3	9999.9	9999.9	3.8	5.6	12	999.9	99	78.8	0.02	999.9	16
88.2	74.4	9999.9	9999.9	4.1	5.8	8.9	999.9	99.5	77.9	0.08	999.9	0
88.5	71.6	9999.9	9999.9	4.1	9.2	14	20	99.9	82.4	0	999.9	0
89	72	9999.9	9999.9	4.1	9.1	12	999.9	104	81.7	0	999.9	0
88.5	70.2	9999.9	9999.9	4	9.5	15	20	101.7	82.4	0	999.9	0
88.4	71	9999.9	9999.9	4.2	9.6	15	999.9	100	82	0	999.9	0
88.9	72.5	9999.9	9999.9	4.5	7.4	12	999.9	104	80.6	99.99	999.9	16
86	75	9999.9	9999.9	3.8	6	12	999.9	100.8	79.9	0.24	999.9	18
86.4	73.8	9999.9	9999.9	4.1	6.9	12	999.9	98.6	79.9	0.2	999.9	0
87.8	74	9999.9	9999.9	4.1	7.1	9.9	999.9	101.1	80.2	0	999.9	0
88.8	74.6	9999.9	9999.9	4.7	6.6	12	999.9	100.9	78.8	0	999.9	0
87.4	75	9999.9	9999.9	4	5.5	13	999.9	99	78.6	0	999.9	0
89	77.1	9999.9	9999.9	3.9	6.2	9.9	999.9	100	82.8	0	999.9	0
87.9	76	9999.9	9999.9	4.1	6.8	12	999.9	102.2	77	99.99	999.9	16
86.4	76.6	9999.9	9999.9	4.3	7	13	999.9	98.1	77.2	0.02	999.9	0
85.1	75.7	9999.9	9999.9	3.7	3.9	8.9	999.9	97.9	78.8	0	999.9	2
83.5	75	9999.9	9999.9	3.8	4.3	14	999.9	98.6	77	1.26	999.9	18
84.7	74.6	9999.9	9999.9	4.4	5.8	12	999.9	96.4	77.7	0.16	999.9	18
88.6	75.2	9999.9	9999.9	4.6	6.7	12	999.9	97.2	76.1	0	999.9	0
89.3	73.2	9999.9	9999.9	4.6	8.6	29.9	999.9	99	82	0	999.9	0
85.8	74.2	9999.9	9999.9	3.9	5.7	13	999.9	96.8	78.8	0.02	999.9	18
86.9	75.2	9999.9	9999.9	4.3	6.8	14	999.9	97.2	78.8	0.16	999.9	22
84.2	74.5	9999.9	9999.9	3.4	4.1	9.9	999.9	89.1	78.8	0.12	999.9	16
87.8	73.1	9999.9	9999.9	4	7.7	13	999.9	96.1	81.5	0.01	999.9	0
88.6	73.4	9999.9	9999.9	4	10.3	15	999.9	96.8	82.4	0	999.9	16
89.9	72.3	9999.9	9999.9	4.2	11.2	15	25.1	97.7	83.8	0	999.9	0
89.6	72	9999.9	9999.9	4	11.4	20	29.9	98.2	84.2	0	999.9	0
89.4	71.3	9999.9	9999.9	4.2	11.9	18.1	28	98.6	83.7	0	999.9	0
89.7	74.1	9999.9	9999.9	4.2	9.9	18.1	28	98.6	82.4	0	999.9	0
91.1	68.2	9999.9	9999.9	4.3	9.3	15	25.1	101.7	80.2	0	999.9	0
90.8	70.1	9999.9	9999.9	4.2	8.7	18.1	28	103.3	80.6	0	999.9	0
91.6	73.7	9999.9	9999.9	4.4	8.9	14	999.9	102.2	82.4	0	999.9	0
91.6	72.2	9999.9	9999.9	4.3	7.2	15.9	999.9	103.3	84.2	0	999.9	0
90.1	71.9	9999.9	9999.9	4.4	8.8	15	25.1	102.6	84.2	0.03	999.9	16
89.6	67.9	9999.9	9999.9	3.9	8.8	14	999.9	101.1	82.4	0	999.9	0
86.4	72.6	9999.9	9999.9	4.2	6.4	13	999.9	101.3	80.6	0.51	999.9	22
85.3	71.6	9999.9	9999.9	3.9	5.6	13	999.9	96.1	76.6	99.99	999.9	18
86.4	70	9999.9	9999.9	4.6	8.6	15.9	22	97.9	75.2	2.09	999.9	0
85.7	71.5	9999.9	9999.9	4	9	16.9	999.9	95.4	78.8	0	999.9	18
87.7	71.5	9999.9	9999.9	4.2	9.1	13	999.9	96.8	77.7	0.24	999.9	0
89.4	69.4	9999.9	9999.9	4.1	7.3	9.9	20	98.1	81.7	0	999.9	0
87.4	69.9	9999.9	9999.9	4.3	8.5	14	22	100	80.6	0.02	999.9	16
88.5	69	9999.9	9999.9	4.3	9.3	12	999.9	100.4	78.8	0	999.9	0
87.8	73.5	9999.9	9999.9	4.6	7.1	12	999.9	100.8	78.8	0.59	999.9	18
84.2	73	9999.9	9999.9	4.4	7.5	13	999.9	99.7	75.6	0.63	999.9	18
85.2	74.5	9999.9	9999.9	4.2	6.7	12	999.9	94.5	75.4	0	999.9	0
86.8	74.7	9999.9	9999.9	4	6.6	9.9	999.9	96.1	80.6	0	999.9	0
86.7	74.7	9999.9	9999.9	4.6	6	9.9	999.9	100	80.6	0	999.9	0
87	72.8	9999.9	9999.9	4.3	5.6	12	999.9	98.2	79	99.99	999.9	16
82.3	75.7	9999.9	9999.9	2.8	2.4	8	999.9	90.3	78.8	0.02	999.9	16
81.4	75.6	9999.9	9999.9	3.3	6.4	12	20	86	77	0.08	999.9	18
81.6	72.4	9999.9	9999.9	4.3	4.6	9.9	999.9	90	75.2	0.16	999.9	18
86	71.7	9999.9	9999.9	4.8	6.5	13	999.9	94.3	74.3	0.39	999.9	0
86.2	72.2	9999.9	9999.9	4.5	7.8	13	999.9	93.7	80.6	0	999.9	0
86.3	69.7	9999.9	9999.9	4.4	8.3	13	999.9	96.8	78.8	0	999.9	0
85.9	72.3	9999.9	9999.9	4.8	7.2	14	999.9	98.2	78.6	0	999.9	16
84.5	73.4	9999.9	9999.9	3.9	5.8	13	999.9	92.7	77.7	0.08	999.9	0
87.6	68.9	9999.9	9999.9	4.3	7.1	12	999.9	94.1	80.6	0	999.9	0
84.8	71.6	9999.9	9999.9	3.9	6.8	15.9	999.9	95.4	77.7	0.08	999.9	16
87.2	72.3	9999.9	9999.9	4.3	7.4	13	999.9	96.1	77.4	0	999.9	0
86.9	73.7	9999.9	9999.9	4	7.9	14	999.9	98.6	79	0	999.9	0
86.3	73	9999.9	9999.9	3.9	6	12	999.9	99.3	78.4	99.99	999.9	18
86.4	75.1	9999.9	9999.9	4	5.9	12	999.9	99.3	77.9	0.12	999.9	0
85.4	75.3	9999.9	9999.9	4	7.3	12	999.9	96.4	79.5	0	999.9	16
84	73	9999.9	9999.9	3.4	6	12	999.9	97.7	77	0.16	999.9	18
84.9	74.2	9999.9	9999.9	4	5.3	9.9	999.9	96.8	75.2	0.47	999.9	16
83.6	72.7	9999.9	9999.9	3.7	5.8	15	999.9	95.4	77	0.12	999.9	18
86.1	73.2	9999.9	9999.9	4.6	6.4	9.9	999.9	95	77	0.2	999.9	16
85.5	73.5	9999.9	9999.9	4.8	6.6	12	22	96.8	77	0.08	999.9	16
85.5	72.8	9999.9	9999.9	4.4	6.3	14	999.9	97.5	75.9	0.67	999.9	16
86.5	73.2	9999.9	9999.9	4.3	6.6	18.1	28.9	98.6	77.4	0.31	999.9	16
85.5	74.3	9999.9	9999.9	4	5.3	12	999.9	97.2	77	0.2	999.9	16
87.7	73.8	9999.9	9999.9	4.1	5.8	13	22.9	98.1	76.1	0.47	999.9	0
86.7	74	9999.9	9999.9	4.6	6.6	12	999.9	96.8	79.5	0	999.9	0
85.9	74.6	9999.9	9999.9	4.6	5.8	12	999.9	95.7	78.8	0	999.9	0
